No,Namespace,Variable,Old Church Church of England C Primary School - 104224,Alumwell Junior School - 104142,Alumwell Infant School - 104143,Foxyards Primary School - 148182,Foxyards Primary School - 103788,Croft Academy - 138420,Wallbrook Primary Academy - 147721,Wallbrook Primary School - 103783,Reedswood E-ACT Academy - 138452,Priory Primary School - 145305,Jesson's CofE Primary School (VA) - 103845,"St Joseph's Catholic Primary School, Darlaston - 104235",Quarry Bank Primary School - 103830,Woods Bank Academy - 139305,Bentley Heath Church of England Primary School - 140462,North Walsall Primary Academy - 144499,Wilkinson Primary School - 104325,The Wenlock School - 145563,Christ Church CofE Primary School - 103838,Radleys Primary School - 104207,King Charles Primary School - 104175,Leighswood School - 131433,County Bridge Primary School - 104189,George Fentham Endowed School - 104094,"The Jane Lane School,  A College for Cognition & Learning - 104271",Woodside Primary School and Nursery - 143821,St Thomas of Canterbury Catholic Primary School - 104236,Wollescote Primary School - 103800,Wrens Nest Primary School - 103823,Lickey Hills Primary School and Nursery - 116773,St Andrew's CofE First School - 116865,Mount Pleasant Primary School - 103780,The Island Project School - 135453,Edgar Stammers Primary Academy - 139610,Loxdale Primary School - 104315,Rosewood School - 103882,Crown Meadow First School & Nursery - 116646,Alvechurch CofE Middle School - 143507,Knowle Church of England Primary Academy - 139457,St Mary's RC Primary School - 141489,Bentley West Primary School Additionally Resourced for Hearing Impaired - 104174,St James Academy - 144657,Waseley Hills High School - 138664,Grace Academy Darlaston - 135956,Elmwood School - 135461,Priory Park Community School - 148642,Pegasus Academy - 137390,Sutton School - 103877,Bishop Milner Catholic College - 140126,"St Thomas More Catholic School, Willenhall - 104259",National state-funded primary,National state-funded secondary and 16 to 18,Description
55,CENSUS_21,NORB,211,184,143,170,,136,157,,264,307,332,102,173,207,218,125,247,53,312,119,246,310,111,124,88,221,143,211,264,225,106,206,14,165,200,50,150,226,262,95,276,356,393,463,68,,287,128,402,751,,,Number of boys on roll
56,CENSUS_21,PNORG,48.3%,48.7%,46.8%,48.9%,,44.7%,45.1%,,46.1%,52.6%,49.1%,55.3%,53.9%,47.1%,48.1%,45.4%,50.9%,25.4%,47.5%,48.3%,46.4%,45.2%,53.4%,44.6%,26.7%,48.1%,49.6%,49.9%,48.3%,48.6%,51.2%,45.8%,12.5%,50.3%,49.1%,0%,53.8%,47.7%,47.7%,52.5%,43.8%,50.7%,47.0%,50.4%,9.3%,,51.3%,29.3%,52.3%,49.2%,,,Percentage of girls on roll
57,CENSUS_21,PNORB,51.7%,51.3%,53.2%,51.1%,,55.3%,54.9%,,53.9%,47.4%,50.9%,44.7%,46.1%,52.9%,51.9%,54.6%,49.1%,74.6%,52.5%,51.7%,53.6%,54.8%,46.6%,55.4%,73.3%,51.9%,50.4%,50.1%,51.7%,51.4%,48.8%,54.2%,87.5%,49.7%,50.9%,100%,46.2%,52.3%,52.3%,47.5%,56.2%,49.3%,53.0%,49.6%,90.7%,,48.7%,70.7%,47.7%,50.8%,,,Percentage of boys on roll
58,CENSUS_21,TSENELSE,4,10,9,4,,5,8,,9,9,19,7,5,6,4,7,0,71,14,2,12,13,6,4,120,17,5,9,30,7,6,5,16,14,8,49,1,11,6,5,14,13,18,14,75,,16,176,17,20,,,Number of SEN pupils with an EHC plan
59,CENSUS_21,PSENELSE,1.0%,2.8%,3.3%,1.2%,,2.0%,2.8%,,1.8%,1.4%,2.9%,3.1%,1.3%,1.5%,1.0%,3.1%,0%,100%,2.4%,0.9%,2.6%,2.3%,2.5%,1.8%,100%,4.0%,1.8%,2.1%,5.9%,1.6%,2.8%,1.3%,100%,4.2%,2.0%,98.0%,0.3%,2.5%,1.2%,2.5%,2.9%,1.8%,2.4%,1.5%,100%,,2.7%,97.2%,2.0%,1.4%,,,Percentage of SEN pupils with an EHC plan
60,CENSUS_21,TSENELK,75,35,29,48,,39,38,,83,202,74,32,81,60,37,23,42,0,86,35,63,75,44,22,0,98,60,85,98,67,17,38,0,64,97,1,37,50,42,34,70,80,137,118,0,,112,5,101,131,,,Number of eligible pupils with SEN support
61,CENSUS_21,PSENELK,18.4%,9.7%,10.8%,14.4%,,15.9%,13.3%,,16.9%,31.2%,11.3%,14.0%,21.6%,15.3%,8.8%,10.0%,8.3%,0%,14.5%,15.2%,13.7%,13.3%,18.5%,9.8%,0%,23.0%,21.1%,20.2%,19.2%,15.3%,7.8%,10.0%,0%,19.3%,24.7%,2.0%,11.4%,11.6%,8.4%,17.0%,14.3%,11.1%,18.5%,12.6%,0%,,19.0%,2.8%,12.0%,8.9%,,,Percentage of eligible pupils with SEN support
62,CENSUS_21,NUMEAL,57,174,125,13,,167,26,,294,97,202,40,13,52,16,135,61,0,39,3,37,20,69,25,11,101,110,314,43,8,3,20,0,32,70,1,7,2,17,32,46,237,19,138,1,,156,2,130,472,,,No.  pupils where English not first language
63,CENSUS_21,NUMENGFL,349,185,143,320,,79,260,,196,550,450,188,316,339,404,93,442,0,555,227,419,546,169,199,109,325,174,107,467,430,214,360,0,300,323,49,313,430,480,163,427,485,717,791,74,,433,179,713,999,,,No. pupils with English first language
64,CENSUS_21,NUMUNCFL,2,0,1,0,,0,0,,0,0,0,0,46,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,4,5,18,0,6,5,0,,0,0,0,6,,,No. pupils where first language is unclassified
65,CENSUS_21,PNUMEAL,14.0%,48.5%,46.5%,3.9%,,67.9%,9.1%,,60.0%,15.0%,31.0%,17.5%,3.5%,13.3%,3.8%,59.0%,12.1%,0%,6.6%,1.3%,8.1%,3.5%,29.0%,11.2%,9.2%,23.7%,38.7%,74.6%,8.4%,1.8%,1.4%,5.3%,0%,9.6%,17.8%,2.0%,2.2%,0.5%,3.4%,16.0%,9.4%,32.8%,2.6%,14.8%,1.3%,,26.5%,1.1%,15.4%,32.0%,,,%  pupils where English not first language
66,CENSUS_21,PNUMENGFL,85.5%,51.5%,53.2%,96.1%,,32.1%,90.9%,,40.0%,85.0%,69.0%,82.5%,84.3%,86.7%,96.2%,40.6%,87.9%,0%,93.4%,98.7%,91.3%,96.5%,71.0%,88.8%,90.8%,76.3%,61.3%,25.4%,91.4%,98.2%,98.6%,94.7%,0%,90.4%,82.2%,98.0%,96.3%,99.5%,95.8%,81.5%,87.0%,67.2%,96.6%,84.7%,98.7%,,73.5%,98.9%,84.6%,67.6%,,,% pupils with English first language
67,CENSUS_21,PNUMUNCFL,0.5%,0%,0.4%,0%,,0%,0%,,0%,0%,0%,0%,12.3%,0%,0%,0.4%,0%,0%,0%,0%,0.7%,0%,0%,0%,0%,0%,0%,0%,0.2%,0%,0%,0%,0%,0%,0%,0%,1.5%,0%,0.8%,2.5%,3.7%,0%,0.8%,0.5%,0%,,0%,0%,0%,0.4%,,,% pupils where first language is unclassified
68,CENSUS_21,NUMFSM,166,166,114,83,,107,132,,174,275,173,70,123,228,25,100,175,0,124,74,170,142,92,29,74,167,55,118,236,27,10,70,0,188,160,31,26,27,38,52,152,299,104,357,49,,219,91,169,382,,,No. pupils eligible for free school meals
69,CENSUS_21,NUMFSMEVER,183,186,114,90,,105,136,,212,291,184,77,127,232,28,103,180,,132,75,187,153,98,32,81,180,65,128,254,28,10,73,,203,175,39,26,42,39,55,159,387,154,464,55,,277,98,224,465,,,Number of pupils eligible for FSM at any time during the past 6 years
70,CENSUS_21,PNUMFSMEVER,44.9%,51.8%,42.4%,27.0%,,42.7%,47.6%,,43.3%,45.0%,28.2%,33.8%,33.9%,59.3%,6.7%,45.0%,35.8%,,22.2%,32.6%,40.7%,27.0%,41.2%,14.3%,67.5%,42.3%,22.9%,30.4%,49.7%,6.4%,4.6%,19.2%,,61.1%,44.5%,78.0%,8.0%,9.7%,7.8%,27.5%,32.4%,53.6%,20.8%,49.7%,73.3%,,47.0%,54.1%,26.6%,31.5%,,,Percentage of pupils eligible for FSM at any time during the past 6 years
71,CENSUS_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
72,SWF_19,LA,335,335,335,,332,335,,332,335,332,332,335,332,335,334,335,336,,332,335,335,335,335,334,,332,335,332,332,885,885,332,,335,336,,885,885,334,332,335,332,885,335,,,332,,332,335,,,Local Authority Number
73,SWF_19,URN,104224,104142,104143,,103788,138420,,103783,138452,145305,103845,104235,103830,139305,140462,144499,104325,,103838,104207,104175,131433,104189,104094,,143821,104236,103800,103823,116773,116865,103780,,139610,104315,,116646,143507,139457,141489,104174,144657,138664,135956,,,137390,,140126,104259,,,Unique Reference Number
74,SWF_19,NTEA,13,18,14,,17,10,,17,22,32,30,6,16,26,24,10,19,,36,10,16,28,11,15,,21,14,19,22,25,14,19,,14,14,,14,27,26,10,21,42,46,56,,,38,,45,93,"260,096","219,269",Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
75,SWF_19,NTEAAS,15,16,23,,14,17,,16,28,31,26,9,14,23,11,14,18,,21,7,21,47,12,3,,21,12,22,57,21,24,14,,18,17,,31,19,19,13,32,11,15,9,,,9,,7,31,"274,954","57,981",Total Number of Teaching Assistants (Headcount)
76,SWF_19,NNONTEA,5,6,3,,7,3,,2,6,13,7,3,3,10,7,3,7,,7,1,4,11,3,4,,17,1,7,9,15,3,2,,6,4,,9,10,9,7,7,18,22,26,,,18,,16,25,"91,158","84,503","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
77,SWF_19,NFTETEA,12.6,15.5,13.2,,16.1,9,,14.9,21.6,29.6,27.9,5.8,14.7,23.3,19.3,9.8,18.8,,34,10,15,22.7,10.5,9.6,,19.3,12.5,18,20.8,21.4,9.6,18,,13,13.6,,13.9,23.2,20.7,9.6,18.6,40,44,56,,,37.8,,43.2,86.1,"231,728","203,686",Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
78,SWF_19,NFTETEAAS,9.1,9.9,15,,12.2,11.2,,11.7,19.2,28.2,18.4,6.3,11.2,17.3,5.2,11.3,15,,15.8,5,17.7,28,9.3,1.5,,15.9,8,20.4,38.8,16.1,7.9,10,,15.7,14.4,,18.9,10.7,10.2,9,24.6,8.3,11.3,8.6,,,9,,5.4,25.7,"178,546","45,918",Total Number of Teaching Assistants (Full-time Equivalent)
79,SWF_19,NFTENONTEA,4.1,4.2,2.1,,4.4,2.7,,2,5.2,10,5.9,2.4,2.9,8,4.3,2,6.9,,4.7,0.9,3.6,7.4,1.8,3.4,,13.3,1,6.7,6.3,7.9,1.6,1.9,,4.5,3.9,,4.3,5.1,7.6,4.1,6.3,14.6,19,24.2,,,17.7,,15.2,22.7,61494.7,"71,228","Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
80,SWF_19,RATPUPTEA,27.2,23.5,20.5,,20.9,24.6,,19.5,20.6,21.2,23.5,37.2,23.0,15.5,22.3,22.8,25.1,,16.3,23.1,29.9,25.4,22.2,22.1,,20.1,21.2,22.8,22.4,20.3,23.4,20.8,,25.7,23.3,,24.1,18.6,23.5,21.4,24.5,15.7,16.3,15.5,,,16.0,,20.1,17.6,20.7,16.3,Pupil:Teacher Ratio
81,SWF_19,SALARY,"£40,199","£42,024","£39,950",,"£39,610","£44,589",,"£37,566","£36,239","£41,677","£38,152","£37,406","£38,621","£39,841","£40,096","£36,948","£33,634",,"£37,652","£40,737","£34,798","£36,347","£36,715","£39,118",,"£37,851","£38,027","£42,477","£41,454","£35,017","£40,096","£39,700",,"£37,973","£38,337",,"£35,020","£40,497","£37,737","£39,111","£40,303","£48,173","£40,122","£40,056",,,"£40,115",,"£42,553","£38,921","£38,369","£40,571",Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
82,SWF_21,LA,335,335,335,,332,335,,332,335,332,332,335,332,335,334,335,336,,332,335,335,335,335,334,335,332,335,332,332,885,885,332,,335,336,332,885,885,334,332,335,332,885,335,335,,332,332,332,335,,,Local Authority Number
83,SWF_21,URN,104224,104142,104143,,103788,138420,,103783,138452,145305,103845,104235,103830,139305,140462,144499,104325,,103838,104207,104175,131433,104189,104094,104271,143821,104236,103800,103823,116773,116865,103780,,139610,104315,103882,116646,143507,139457,141489,104174,144657,138664,135956,135461,,137390,103877,140126,104259,,,Unique Reference Number
84,SWF_21,NTEA,14,17,13,,15,10,,17,23,29,29,6,19,25,25,12,23,,32,9,19,28,13,16,15,20,18,19,29,25,13,21,,20,16,17,18,25,25,10,23,43,47,61,13,,34,26,51,79,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Headcount)
85,SWF_21,NTEAAS,19,22,25,,7,19,,15,30,24,27,9,12,26,12,17,16,,21,8,23,34,11,2,25,16,4,17,60,20,17,12,,19,20,6,21,20,21,10,36,16,18,14,18,,19,29,9,33,,,Total Number of Teaching Assistants (Headcount)
86,SWF_21,NNONTEA,6,6,3,,7,6,,3,5,10,4,3,3,10,8,2,7,,7,3,3,12,5,5,3,19,2,6,9,13,5,1,,4,5,3,7,10,8,6,9,12,19,24,5,,16,6,16,32,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Headcount)"
87,SWF_21,NFTETEA,14.0,14.2,12.6,,13.8,7.9,,14.3,22.2,29.0,27.0,5.0,17.0,20.5,21.7,12.0,22.4,,29.4,8.6,18.1,22.1,11.7,9.8,15.0,18.5,16.3,18.1,27.6,22.8,9.5,20.1,,19.5,16.0,16.7,17.3,20.7,22.4,9.4,20.3,40.8,46.2,61.0,13.0,,33.8,25.3,46.6,72.6,,,Total Number of Classroom Teachers and Teachers in the Leadership Group (Full-time Equivalent)
88,SWF_21,NFTETEAAS,12.6,14.0,18.1,,6.3,12.4,,11.2,22.1,21.2,21.4,6.3,10.7,19.7,6.4,14.0,14.2,,16.0,6.2,18.3,22.3,8.4,1.5,21.2,12.8,2.5,15.8,40.2,16.5,7.0,9.2,,16.8,17.0,5.2,13.2,13.8,12.2,6.7,27.5,11.8,14.4,12.9,15.3,,19.0,25.1,7.4,28.0,,,Total Number of Teaching Assistants (Full-time Equivalent)
89,SWF_21,NFTENONTEA,4.3,4.8,2.2,,4.4,3.1,,3.0,4.7,6.8,3.5,2.9,2.7,7.9,4.6,2.0,6.9,,5.0,2.7,2.7,8.1,3.4,3.3,2.8,13.7,2.0,6.0,6.6,7.8,2.3,1.0,,3.9,5.0,2.9,3.5,5.8,6.6,3.1,7.3,10.7,16.7,23.0,4.0,,15.7,5.5,15.7,29.5,,,"Total Number of Non Classroom-Based School Support Staff, Excluding Auxiliary Staff (Full-time Equivalent)"
90,SWF_21,RATPUPTEA,28.4,25.3,21.3,,NA,28.5,,NA,21.7,21.2,23.3,43.9,20.4,18.7,18.9,19.1,20.5,,19,25.9,23.7,24.3,18.8,21.5,8,22.3,16.9,22.3,16.8,19,22.9,18.1,,16.4,23.3,3,18.8,20.9,21.4,21.3,22.2,17.7,16.1,15.3,5.8,,17.4,7.2,18.1,20.3,,,Pupil:Teacher Ratio
91,SWF_21,SALARY,"£37,375","£41,511","£43,135",,"£40,572","£48,055",,"£43,161","£38,579","£37,572","£41,334","£37,454","£38,499","£42,504","£42,271","£40,096","£36,890",,"£42,488","£42,327","£34,981","£38,724","£38,773","£43,167","£40,669","£39,901","£37,099","£41,566","£41,257","£37,396","£40,552","£42,544",,"£35,315","£36,939","£46,051","£36,721","£41,192","£39,715","£40,235","£38,569","£38,059","£44,967","£42,892","£40,105",,"£40,265","£41,615","£43,958","£41,437",,,Mean Gross FTE Salary of All Teachers (Classroom Teachers and Those in the Leadership Group) (£s)
92,SWF_19,TYPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRI,SEC,
93,CFR_19,URN,104224,104142,104143,,103788,,,103783,,,103845,104235,103830,,,,104325,,103838,104207,104175,131433,104189,104094,104271,,104236,103800,103823,116773,116865,103780,,,104315,103882,116646,,,,104174,,,,135461,,,103877,,104259,,,Unique Reference Number
94,CFR_19,LONDON/NON-LONDON,Non-London,Non-London,Non-London,,Non-London,,,Non-London,,,Non-London,Non-London,Non-London,,,,Non-London,,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,,Non-London,Non-London,Non-London,Non-London,Non-London,Non-London,,,Non-London,Non-London,Non-London,,,,Non-London,,,,Non-London,,,Non-London,,Non-London,,,London/Non-London
95,CFR_19,MEDIAN,Primary,Primary,Primary,,Primary,,,Primary,,,Primary,Primary,Primary,,,,Primary,,Primary,Primary,Primary,Primary,Primary,Primary,Special,,Primary,Primary,Primary,Primary,Primary,Primary,,,Primary,Special,Primary,,,,Primary,,,,Special,,,Special,,Secondary with KS4,Primary,Secondary with KS4,Group to compare
96,CFR_19,PUPILS,343 ,363 ,270 ,,337 ,,,289 ,,,656 ,216 ,338 ,,,,473 ,,553 ,231 ,449 ,578 ,232 ,213 ,157 ,,265 ,411 ,468 ,434 ,225 ,374 ,,,317 ,47 ,335 ,,,,457 ,,,,72 ,,,156 ,,"1,512 ",,,Number of pupils (FTE)
97,CFR_19,FSM,26,29,35,,15,,,37,,,18,18,21,,,,23,,12,24,25,16,33,8,47,,19,17,38,4,2,10,,,34,70,5,,,,23,,,,54,,,48,,20,,,Percentage of pupils eligible for Free School Meals (FSM)
98,CFR_19,FSMBAND,Medium,Medium,Medium,,Low,,,High,,,Low,Low,Medium,,,,Medium,,Low,Medium,Medium,Low,Medium,Low,High,,Low,Low,High,Low,Low,Low,,,Medium,High,Low,,,,Medium,,,,High,,,High,,Low,,,Free school meals eligibility band
99,CFR_19,GRANTFUNDING,"5,068","5,251","5,722",,"4,708",,,"5,625",,,"4,516","5,322","4,861",,,,"4,718",,"4,733","5,359","4,995","4,434","5,761","4,035","16,061",,"5,572","5,470","6,233","4,317","4,008","4,318",,,"5,009","35,397","4,353",,,,"5,117",,,,"24,882",,,"14,812",,"5,617","4,848","5,724",Grant funding (&pound; per pupil)
100,CFR_19,SELFGENERATEDINCOME,116,102,38,,218,,,123,,,165,173,96,,,,4,,99,37,45,173,118,465,144,,3,146,211,446,304,130,,,46,328,439,,,,57,,,,244,,,822,,29,188,173,Self generated income (&pound; per pupil)
101,CFR_19,TOTALINCOME,"5,184","5,353","5,760",,"4,926",,,"5,748",,,"4,681","5,496","4,957",,,,"4,722",,"4,832","5,396","5,040","4,607","5,879","4,500","16,205",,"5,576","5,616","6,444","4,763","4,312","4,448",,,"5,056","35,726","4,793",,,,"5,173",,,,"25,126",,,"15,634",,"5,646","5,081","5,928",Total income (&pound; per pupil)
102,CFR_19,TEACHINGSTAFF,"2,156","2,502","2,413",,"2,267",,,"2,745",,,"2,211","1,886","2,152",,,,"1,929",,"2,754","2,107","1,835","2,031","2,330","2,155","5,760",,"2,351","2,169","2,758","2,157","2,157","2,605",,,"2,005","19,310","1,874",,,,"2,106",,,,"10,156",,,"8,286",,"3,044","2,284","3,222",Teaching staff (&pound; per pupil)
103,CFR_19,SUPPLYTEACHERS,178,149,76,,39,,,78,,,190,346,172,,,,7,,5,126,111,81,68,345,"1,169",,280,229,8,55,212,40,,,94,"1,824",124,,,,57,,,,312,,,86,,70,105,109,Supply Staff (&pound; per pupil)
104,CFR_19,EDUCATIONSUPPORTSTAFF,657,777,"1,399",,"1,130",,,"1,057",,,843,812,841,,,,"1,056",,787,"1,010","1,144","1,067","1,181",375,"5,515",,749,"1,187","2,088",856,644,656,,,"1,186","2,499","1,256",,,,"1,401",,,,"7,420",,,"2,703",,736,889,594,Education support staff (&pound; per pupil)
105,CFR_19,PREMISES,434,396,282,,253,,,367,,,222,466,357,,,,392,,277,343,465,211,588,243,"1,332",,807,387,309,291,227,241,,,278,"2,635",8,,,,328,,,,"1,694",,,784,,276,309,356,Premises (incl. Staff costs) (&pound; per pupil)
106,CFR_19,BACKOFFICE,446,442,406,,426,,,518,,,369,381,541,,,,473,,242,363,295,375,456,470,921,,515,422,425,388,240,300,,,558,"3,506","1,106",,,,292,,,,"1,600",,,"1,109",,591,413,565,Back office (incl. Staff costs) (&pound; per pupil)
107,CFR_19,CATERING,259,69,334,,192,,,227,,,141,287,183,,,,209,,154,235,176,180,215,201,221,,245,235,262,152,216,176,,,212,"1,017",211,,,,167,,,,455,,,376,,56,190,51,Catering (incl. Staff costs) (&pound; per pupil)
108,CFR_19,OTHERSTAFF,418,328,368,,147,,,139,,,163,434,203,,,,158,,30,385,259,363,315,148,933,,328,145,122,243,219,28,,,190,755,189,,,,277,,,,"1,315",,,268,,165,186,104,Other staff costs (&pound; per pupil)
109,CFR_19,ENERGY,44,103,50,,60,,,71,,,47,48,77,,,,41,,41,70,81,58,52,65,346,,77,105,92,42,37,45,,,56,365,0,,,,59,,,,407,,,206,,123,62,96,Energy (&pound; per pupil)
110,CFR_19,LEARNINGRESOURCES,158,401,173,,132,,,190,,,68,179,85,,,,142,,197,273,176,76,216,155,995,,247,112,143,207,182,106,,,156,"1,410",153,,,,207,,,,"1,755",,,471,,240,205,220,Learning resources (not ICT equipment) (&pound; per pupil)
111,CFR_19,ICT,76,5,44,,62,,,109,,,130,78,123,,,,58,,174,44,101,10,65,107,87,,39,106,90,27,95,129,,,87,864,3,,,,78,,,,222,,,271,,77,51,69,ICT learning resources (&pound; per pupil)
112,CFR_19,BOUGHTINPROFESSIONALSERVICES,261,58,50,,72,,,159,,,123,223,84,,,,135,,84,249,99,67,145,68,380,,198,52,58,68,115,42,,,241,860,66,,,,108,,,,0,,,450,,84,93,67,Bought in professional services - curriculum (&pound; per pupil)
113,CFR_19,OTHER,102,80,83,,92,,,99,,,44,33,240,,,,165,,86,116,28,-133,86,51,79,,43,133,147,120,51,88,,,107,251,196,,,,"-1,434",,,,110,,,212,,163,100,213,Other expenditure (&pound; per pupil)
114,CFR_19,TOTALEXPENDITURE,"5,189","5,311","5,676",,"4,874",,,"5,758",,,"4,552","5,174","5,059",,,,"4,765",,"4,830","5,321","4,771","4,386","5,719","4,383","17,737",,"5,880","5,281","6,502","4,605","4,395","4,456",,,"5,170","35,295","5,187",,,,"3,648",,,,"25,446",,,"15,221",,"5,624","5,034","5,891",Total expenditure (&pound; per pupil)
115,CFR_19,T1415CAT1,"2,941","3,133","3,459",,"3,012",,,"3,341",,,"3,491","3,391","3,050",,,,"2,753",,"3,153","3,050","3,006","2,946","2,520","2,645","10,019",,"3,026","3,145","4,443","2,891","2,385",SUPP,,,SUPP,"16,733","2,565",,,,"3,358",,,,"20,019",,,"9,937",,"3,749","2,927","3,825",
116,CFR_19,T1415CAT2,167,146,292,,220,,,33,,,80,307,155,,,,77,,15,122,140,8,442,183,"1,694",,58,200,17,47,79,121,,,122,"1,159",79,,,,59,,,,636,,,338,,157,133,124,
117,CFR_19,T1415CAT3,505,263,431,,291,,,324,,,273,264,351,,,,270,,189,320,411,356,393,403,912,,475,331,394,303,208,213,,,463,"2,078",980,,,,282,,,,"2,226",,,"1,361",,709,366,544,
118,CFR_19,T1415CAT4,109,61,47,,58,,,89,,,64,50,72,,,,40,,42,50,81,50,101,71,305,,60,121,75,52,39,SUPP,,,SUPP,389,0,,,,45,,,,442,,,156,,99,61,99,
119,CFR_19,T1415CAT5,"5,076","5,265","5,839",,"4,635",,,"5,181",,,"4,868","5,508","4,824",,,,"5,062",,"4,362","5,346","4,943","4,150","4,901","4,047","20,570",,"5,649","5,171","6,394","4,193","3,562","4,127",,,"4,916","25,193","4,271",,,,"4,894",,,,"29,230",,,"15,021",,"5,646","4,645","5,944",
120,CFR_19,T1415SUM,1354,1662,1610,,1054,,,1394,,,960,1496,1196,,,,1922,,963,1804,1305,790,1445,745,7640,,2030,1374,1465,900,851,3793,,,4331,4834,647,,,,1150,,,,5907,,,3229,,932,,,
121,CFR_19,T1415CAT1LA,"3,054","3,054","3,054",,"2,783",,,"3,049",,,"3,049","2,956","2,783",,,,"2,990",,"2,783","3,054","3,054","2,956","3,263","2,645","20,448",,"3,054","2,783","3,462","2,935","2,935","2,783",,,"2,990","12,480","2,935",,,,"2,956",,,,"20,448",,,"12,480",,"3,796",,,
122,CFR_19,T1415CAT2LA,194,194,194,,131,,,126,,,126,133,131,,,,135,,131,194,194,133,172,120,829,,194,131,158,88,88,131,,,135,407,88,,,,133,,,,829,,,407,,157,,,
123,CFR_19,T1415CAT3LA,472,472,472,,311,,,313,,,313,349,311,,,,411,,311,472,472,349,444,319,"2,702",,472,311,337,229,229,311,,,411,"1,301",229,,,,349,,,,"2,702",,,"1,301",,498,,,
124,CFR_19,T1415CAT4LA,66,66,66,,61,,,68,,,68,57,61,,,,64,,61,66,66,57,97,58,388,,66,61,82,52,52,61,,,64,254,52,,,,57,,,,388,,,254,,120,,,
125,CFR_19,T1415CAT5LA,"5,232","5,232","5,232",,"4,322",,,"4,852",,,"4,852","4,517","4,322",,,,"4,899",,"4,322","5,232","5,232","4,517","5,548","4,259","27,973",,"5,232","4,322","5,754","4,456","4,456","4,322",,,"4,899","19,385","4,456",,,,"4,517",,,,"27,973",,,"19,385",,"5,953",,,
126,CFR_19,T1516CAT1,"2,862","3,186","3,677",,"3,312",,,"3,345",,,"3,383","3,414","2,951",,,,"2,940",,"3,594","3,106","2,754","2,773","2,981","2,601","11,157",,SUPP,"3,039","4,487","2,816","2,604","2,907",,,"2,753","18,702","2,685",,,,"3,230",,,,"18,455",,,"11,980",,"3,666","2,976","3,857",
127,CFR_19,T1516CAT2,66,137,88,,54,,,232,,,243,176,113,,,,38,,46,93,126,22,194,269,"1,625",,88,268,15,58,60,94,,,297,"1,244",35,,,,159,,,,802,,,21,,43,126,122,
128,CFR_19,T1516CAT3,382,343,365,,375,,,387,,,405,264,378,,,,429,,213,274,361,274,360,404,958,,434,348,411,369,259,244,,,374,"2,575","1,000",,,,263,,,,"1,993",,,"1,043",,688,377,545,
129,CFR_19,T1516CAT4,7,76,49,,60,,,83,,,66,43,67,,,,49,,48,55,52,61,66,66,145,,54,115,90,40,33,42,,,64,358,0,,,,48,,,,525,,,173,,107,58,97,
130,CFR_19,T1516CAT5,"4,366","5,405","5,822",,"4,821",,,"5,448",,,"5,197","5,301","4,661",,,,"5,034",,"4,759","5,376","4,622","4,059","5,542","4,295","18,423",,"5,170","5,169","6,267","4,274","3,800","4,107",,,"5,320","28,605","4,598",,,,"4,404",,,,"28,079",,,"15,874",,"5,450","4,777","6,013",
131,CFR_19,T1516SUM,1049,1663,1643,,1020,,,1401,,,1100,1404,1152,,,,1578,,858,1848,1329,929,1941,955,4538,,4594,1399,1264,991,844,820,,,1832,5726,878,,,,704,,,,6304,,,2657,,946,,,
132,CFR_19,T1516CAT1LA,"3,104","3,104","3,104",,"2,850",,,"3,251",,,"3,251","2,961","2,850",,,,"2,888",,"2,850","3,104","3,104","2,961","3,103","2,638","18,187",,"3,104","2,850","3,773","2,989","2,989","2,850",,,"2,888","11,980","2,989",,,,"2,961",,,,"18,187",,,"11,980",,"3,629",,,
133,CFR_19,T1516CAT2LA,156,156,156,,118,,,154,,,154,103,118,,,,143,,118,156,156,103,154,92,729,,156,118,83,90,90,118,,,143,349,90,,,,103,,,,729,,,349,,45,,,
134,CFR_19,T1516CAT3LA,359,359,359,,356,,,405,,,405,317,356,,,,420,,356,359,359,317,381,337,"1,360",,359,356,468,380,380,356,,,420,"1,139",380,,,,317,,,,"1,360",,,"1,139",,595,,,
135,CFR_19,T1516CAT4LA,60,60,60,,64,,,66,,,66,63,64,,,,70,,64,60,60,63,74,58,283,,60,64,86,45,45,64,,,70,173,45,,,,63,,,,283,,,173,,127,,,
