No,Namespace,Variable,Forestdale Primary School - 133759,Bishop Wilson Church of England Primary School - 104105,Whitehall Junior Community School - 104162,Albert Bradbeer Primary Academy - 140889,Solihull School - 104124,Whitehouse Common Primary School - 132007,St John's Church of England Primary Academy - 140856,Great Bridge Primary School - 103915,Newfield Park Primary School - 103815,Temple Meadow Primary School - 103957,St Alphege Church of England Infant and Nursery School - 104090,Halesowen CofE Primary School - 103847,Windy Arbor Primary School - 104071,Whitehall Nursery and Infant School - 104163,Tividale Hall Primary School - 103960,Burnt Tree Primary School - 103914,Cofton Primary School - 103315,Palfrey Girls School - 104267,St Mary's The Mount Catholic Primary School - 104232,St Alphege Church of England Junior School - 104092,Tidbury Green School - 104065,St Martin's CofE Primary School - 103987,Our Lady and St Kenelm RC School - 103850,Old Hill Primary School - 103952,Coppice Primary School - 103390,St Columba's Catholic Primary School - 141669,Mayfield Preparatory School - 104265,Langley School - 103630,Saint Martin's School - 104123,Palfrey Junior School - 104160,St Mary's Catholic Primary School - 103993,St Mary's Catholic Primary School - 147795,Wood Green Junior School - 103913,Palfrey Infant School - 104161,New Hall Primary School - 103395,Caldmore Primary Academy - 143904,Reddal Hill Primary School - 103954,The Earls High School - 137812,Dudley Port School - 147736,Ormiston Forge Academy - 137673,Abu Bakr Boys School - 135483,Queen Mary's Grammar School - 136773,Wood Green Academy - 136616,Windsor High School and Sixth Form - 136618,Stuart Bathurst Catholic High School - 147881,Impact Independent School - 141560,Stuart Bathurst Catholic High School - 104020,The ACE Academy - 139328,Q3 Academy Tipton - 146383,Solihull Sixth Form College - 144887,National state-funded primary,National state-funded secondary and 16 to 18,Description
1797,KS4_19,PBEBACC_94,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,15%,,6%,14%,67%,5%,9%,,SUPP,3%,7%,,,,20%,% of KS4 boys achieving the Ebacc - with 9-4 passes
1798,KS4_19,PBEBACC_95,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,7%,,3%,3%,66%,4%,6%,,SUPP,3%,2%,,,,13%,% of KS4 boys achieving the Ebacc - with 9-5 passes
1799,KS4_19,PGEBACC_E_PTQ_EE,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,47%,,34%,NE,NE,20%,19%,,SUPP,8%,35%,,,,46%,Percentage of girls with entries in all English Baccalaureate subject areas
1800,KS4_19,PGEBACC_94,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,35%,,11%,NE,NE,16%,14%,,SUPP,6%,9%,,,,30%,% of KS4 girls achieving the Ebacc - with 9-4 passes
1801,KS4_19,PGEBACC_95,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,23%,,6%,NE,NE,12%,12%,,SUPP,3%,3%,,,,21%,% of KS4 girls achieving the Ebacc - with 9-5 passes
1802,KS4_19,PTEBACC_ENMOB_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,43%,,26%,NP,69%,16%,16%,,NP,6%,29%,,,,41%,Percentage of non-mobile pupils with entries in all English Baccalaureate subject areas
1803,KS4_19,PTEBACCNMOB_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,26%,,8%,NP,67%,11%,11%,,NP,4%,7%,,,,26%,Percentage of non-mobile pupils achieving the English Baccalaureate with 9-4 passes
1804,KS4_19,PTEBACCNMOB_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,16%,,5%,NP,66%,8%,9%,,NP,3%,1%,,,,18%,Percentage of non-mobile pupils achieving the English Baccalaureate with 9-5 passes
1805,KS4_19,PTEBACC_EEAL_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,64%,,45%,NP,71%,22%,37%,,NP,13%,43%,,,,49%,Percentage of pupils for whom English is an additional language with entries in all English Baccalaureate subject areas
1806,KS4_19,PTEBACCEAL_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,27%,,30%,NP,69%,18%,12%,,NP,9%,18%,,,,29%,Percentage of pupils for whom English as an additional language achieving the English Baccalaureate with 9-4 passes
1807,KS4_19,PTEBACCEAL_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,18%,,20%,NP,67%,15%,12%,,NP,0%,8%,,,,20%,Percentage of pupils for whom English as an additional language achieving the English Baccalaureate with 9-5 passes
1808,KS4_19,PTEBACC_EFSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,13%,,22%,NA,92%,21%,17%,,NA,7%,NA,,,,25%,Percentage of disadvantaged pupils entering all English Baccalaureate subject areas in 2017
1809,KS4_19,PTEBACC_94_FSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,9%,,8%,NA,77%,17%,5%,,NA,1%,NA,,,,12%,Percentage of disadvantaged pupils achieving the English Baccalaureate at grades 9-4 in 2017
1810,KS4_19,PTEBACC_95_FSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,Percentage of disadvantaged pupils achieving the English Baccalaureate at grades 9-5 in 2017
1811,KS4_19,PTEBACC_ENFSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,28%,,25%,NA,93%,8%,26%,,NA,13%,NA,,,,43%,Percentage of non-disadvantaged pupils entering all English Baccalaureate subject areas in 2017
1812,KS4_19,PTEBACC_94_NFSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,4%,,5%,NA,77%,13%,3%,,NA,1%,NA,,,,10%,Percentage of non-disadvantaged pupils achieving the English Baccalaureate at grade 9-4 in 2017
1813,KS4_19,PTEBACC_95_NFSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,NA,,NA,NA,NA,NA,NA,,NA,NA,NA,,,,NA,Percentage of non-disadvantaged pupils achieving the English Baccalaureate at grade 9-5 in 2017
1814,KS4_19,PTEBACC_EFSM6CLA1A_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,50%,,6%,NA,82%,8%,30%,,NA,0%,NA,,,,26%,% of disadvantaged pupils entering all English Baccalaureate subject areas in 2018
1815,KS4_19,PTEBACC_94_FSM6CLA1A_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,17%,,1%,NA,64%,5%,11%,,NA,0%,NA,,,,12%,% of disadvantaged pupils achieving the English Baccalaureate including 9-4 passes in English and maths in 2018
1816,KS4_19,PTEBACC_95_FSM6CLA1A_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,10%,,0%,NA,55%,3%,10%,,NA,0%,NA,,,,7%,% of disadvantaged pupils achieving the English Baccalaureate including 9-5 passes in English and maths in 2018
1817,KS4_19,PTEBACC_ENFSM6CLA1A_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,35%,,18%,NA,91%,23%,36%,,NA,13%,NA,,,,43%,% of non-disadvantaged pupils entering all English Baccalaureate subject areas in 2018
1818,KS4_19,PTEBACC_94_NFSM6CLA1A_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,26%,,11%,NA,84%,13%,24%,,NA,7%,NA,,,,29%,% of non-disadvantaged pupils achieving the English Baccalaureate including 9-4 passes in English and maths in 2018
1819,KS4_19,PTEBACC_95_NFSM6CLA1A_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,21%,,7%,NA,72%,10%,16%,,NA,5%,NA,,,,20%,% of non-disadvantaged pupils achieving the English Baccalaureate including 9-5 passes in English and maths in 2018
1820,KS4_19,PT5EM_94,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,95%,,,,,,,,,60%,,51%,58%,98%,58%,66%,,0%,50%,30%,,,,60%,% of pupils achieving Level 2 threshold including standard passes 9-4 in both English and Maths GCSEs
1821,KS4_19,PT5EM_94_17,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,97%,,,,,,,,,69%,,46%,82%,99%,60%,60%,,NA,46%,NA,,,,61%,% of pupils achieving Level 2 threshold including standard passes 9-4 in both English and Maths GCSEs in 2017
1822,KS4_19,PT5EM_94_18,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,1%,,,,,,,,,1%,,1%,1%,1%,1%,1%,,0%,1%,0%,,,,1%,% of pupils achieving Level 2 threshold including standard passes 9-4 in both English and Maths GCSEs
1823,KS4_19,PTANYQ_PTQ_EE,,,,,98%,,,,,,,,,,,,,,,,,,,,,,,,95%,,,,,,,,,100%,,99%,100%,100%,100%,99%,,100%,100%,99%,,,,98%,Percentage of pupils achieving any qualifications
1824,KS4_19,PTL2BASICS_94_17,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,71%,,49%,87%,99%,61%,60%,,NA,49%,NA,,,,64%,% of pupils achieving 9-4 passes in GCSE English and maths in 2017
1825,KS4_19,PTL2BASICS_95_17,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,97%,,,,,,,,,47%,,19%,46%,99%,34%,40%,,NA,29%,NA,,,,43%,% of pupils achieving 9-5 passes in GCSE English and maths in 2017
1826,KS4_19,PTL2BASICS_94_18,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,95%,,,,,,,,,69%,,47%,84%,99%,55%,68%,,0%,51%,0%,,,,64%,% of pupils achieving 9-4 passes in GCSE English and maths in 2018
1827,KS4_19,PTL2BASICS_95_18,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,89%,,,,,,,,,50%,,26%,63%,96%,31%,40%,,0%,32%,0%,,,,43%,% of pupils achieving 9-5 passes in GCSE English and maths in 2018
1828,KS4_19,PTFSM6CLA1ABASICS_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,44%,,44%,NP,94%,50%,64%,,NP,57%,31%,,,,45%,% of disadvantaged pupils achieving standard 9-4 passes in GCSE English and maths
1829,KS4_19,PTNOTFSM6CLA1ABASICS_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,70%,,63%,NP,99%,67%,75%,,NP,66%,36%,,,,72%,% of non-disadvantaged pupils achieving standard 9-4 passes in GCSE English and maths
1830,KS4_19,TBASICSLO_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,0,,1,NP,NE,1,8,,NP,5,0,,,,5021,Number of pupils in low prior attainment band who achieved standard 9-4 passes in English and maths
1831,KS4_19,PTBASICSLO_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,0%,,3%,NP,NE,8%,26%,,NP,23%,0%,,,,8%,% of pupils in low prior attainment band who achieved standard 9-4 passes in English and maths
1832,KS4_19,TBASICSAV_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,67,,34,NP,SUPP,72,75,,NP,30,29,,,,122104,Number of pupils in middle prior attainment band who achieved standard 9-4 passes in English and maths
1833,KS4_19,PTBASICSAV_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,52%,,39%,NP,SUPP,50%,61%,,NP,54%,25%,,,,53%,% pupils in middle prior attainment band who achieved standard 9-4 passes in English and maths
1834,KS4_19,TBASICSHI_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,84,,73,NP,107,75,107,,NP,51,42,,,,207459,Number of pupils in high prior attainment band who achieved standard 9-4 passes in English and maths
1835,KS4_19,PTBASICSHI_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,91%,,92%,NP,98%,90%,96%,,NP,91%,64%,,,,93%,% pupils in high prior attainment band who achieved standard 9-4 passes in English and maths
1836,KS4_19,PBL2BASICS_94,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,59%,,63%,69%,98%,62%,70%,,SUPP,60%,30%,,,,61%,% of boys achieving standard 9-4 passes in both English and mathematics GCSEs 
1837,KS4_19,PGL2BASICS_94,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,95%,,,,,,,,,69%,,49%,NE,NE,62%,73%,,SUPP,66%,39%,,,,68%,% of girls achieving standard 9-4 passes in both English and mathematics GCSEs 
1838,KS4_19,PTL2BASICSEAL_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,64%,,70%,NP,100%,70%,65%,,NP,52%,41%,,,,64%,% of pupils achieving standard 9-4 passes in both English and mathematics GCSEs and for whom English is an additional language
1839,KS4_19,PTL2BASICSNMOB_94,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,65%,,56%,NP,98%,62%,72%,,NP,62%,34%,,,,66%,% of non-mobile pupils achieving standard 9-4 passes in both English and mathematics GCSEs
1840,KS4_19,PTFSM6CLA1ABASICS_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,25%,,19%,NP,88%,30%,26%,,NP,30%,9%,,,,25%,% of disadvantaged pupils achieving strong 9-5 passes in GCSE English and maths
1841,KS4_19,PTNOTFSM6CLA1ABASICS_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,47%,,43%,NP,99%,36%,49%,,NP,42%,15%,,,,50%,% of non-disadvantaged pupils achieving strong 9-5 passes in GCSE English and maths
1842,KS4_19,TBASICSLO_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,0,,0,NP,NE,1,1,,NP,0,0,,,,1151,Number of pupils in low prior attainment band who achieved strong 9-5 passes in English and maths
1843,KS4_19,PTBASICSLO_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,0%,,0%,NP,NE,8%,3%,,NP,0%,0%,,,,2%,% of pupils in low prior attainment band who achieved strong 9-5 passes in English and maths
1844,KS4_19,TBASICSAV_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,31,,10,NP,SUPP,21,25,,NP,11,8,,,,51234,Number of pupils in middle prior attainment band who achieved strong 9-5 passes in English and maths
1845,KS4_19,PTBASICSAV_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,24%,,12%,NP,SUPP,15%,20%,,NP,20%,7%,,,,22%,% pupils in middle prior attainment band who achieved strong 9-5 passes in English and maths
1846,KS4_19,TBASICSHI_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,69,,51,NP,106,58,85,,NP,41,17,,,,171126,Number of pupils in high prior attainment band who achieved strong 9-5 passes in English and maths
1847,KS4_19,PTBASICSHI_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,75%,,65%,NP,97%,70%,76%,,NP,73%,26%,,,,77%,% pupils in high prior attainment band who achieved strong 9-5 passes in English and maths
1848,KS4_19,PBL2BASICS_95,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,NE,,,,,,,,,32%,,39%,42%,98%,32%,40%,,SUPP,38%,12%,,,,40%,% of boys achieving strong 9-5 passes in both English and mathematics GCSEs 
1849,KS4_19,PGL2BASICS_95,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,74%,,,,,,,,,51%,,27%,NE,NE,36%,44%,,SUPP,38%,12%,,,,47%,% of girls achieving strong 9-5 passes in both English and mathematics GCSEs 
1850,KS4_19,PTL2BASICSEAL_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,36%,,60%,NP,100%,40%,26%,,NP,39%,16%,,,,44%,% of pupils achieving strong 9-5 passes in both English and mathematics GCSEs and for whom English is an additional language
1851,KS4_19,PTL2BASICSNMOB_95,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,43%,,34%,NP,98%,34%,42%,,NP,38%,11%,,,,44%,% of non-mobile pupils achieving strong 9-5 passes in both English and mathematics GCSEs
1852,KS4_19,PTFSM6CLA1ABASICS_94_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,40%,,37%,NA,100%,61%,41%,,NA,30%,NA,,,,44%,% of disadvantaged pupils achieving 9-4 in GCSE English and maths in 2017
1853,KS4_19,PTFSM6CLA1ABASICS_95_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,23%,,12%,NA,100%,33%,12%,,NA,20%,NA,,,,25%,% of disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2017
1854,KS4_19,PTNOTFSMBASICS_94_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,79%,,57%,NA,99%,64%,67%,,NA,65%,NA,,,,71%,% of non-disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2017
1855,KS4_19,PTNOTFSM6CLA1ABASICS_95_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,53%,,24%,NA,99%,40%,51%,,NA,38%,NA,,,,49%,% of non-disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2017
1856,KS4_19,PTFSM6CLA1ABASICS_94_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,52%,,33%,NA,100%,41%,49%,,NA,37%,NA,,,,45%,% of disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2018
1857,KS4_19,PTFSM6CLA1ABASICS_95_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,31%,,16%,NA,100%,19%,19%,,NA,22%,NA,,,,25%,% of disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2018
1858,KS4_19,PTNOTFSM6CLA1ABASICS_94_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,72%,,58%,NA,99%,64%,76%,,NA,59%,NA,,,,72%,% of non-disadvantaged pupils achieving 9-4 passes in GCSE English and maths in 2018
1859,KS4_19,PTNOTFSM6CLA1ABASICS_95_18,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,54%,,32%,NA,96%,38%,49%,,NA,37%,NA,,,,50%,% of non-disadvantaged pupils achieving 9-5 passes in GCSE English and maths in 2018
1860,KS4_19,PTMULTILAN_E,,,,,40%,,,,,,,,,,,,,,,,,,,,,,,,16%,,,,,,,,,1%,,3%,0%,1%,1%,0%,,0%,1%,2%,,,,3%,Percentage of pupils entering more than one language
1861,KS4_19,PTTRIPLESCI_E,,,,,0%,,,,,,,,,,,,,,,,,,,,,,,,0%,,,,,,,,,30%,,25%,0%,98%,10%,29%,,0%,11%,14%,,,,27%,"Percentage of pupils entering biology, chemistry and physics"
1862,KS4_19,TFSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,47,,60,NA,13,219,76,,NA,69,NA,,,,143544,Number of disadvantaged pupils at the end of key stage 4 in 2017
1863,KS4_19,PTFSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,20%,,40%,NA,14%,90%,28%,,NA,47%,NA,,,,27%,Percentage of pupils at the end of key stage 4 who were disadvantaged in 2017
1864,KS4_19,TNOTFSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,188,,91,NA,82,25,199,,NA,77,NA,,,,384200,Number of non-disadvantaged pupils at the end of key stage 4 in 2017
1865,KS4_19,PTNOTFSM6CLA1A_17,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,80%,,60%,NA,86%,10%,72%,,NA,53%,NA,,,,73%,Percentage of pupils at the end of key stage 4 who were not disadvantaged in 2017
1866,KS4_19,TFSM6CLA1A_18,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,42,,79,NP,11,88,83,,NA,49,NA,,,,141134,Number of disadvantaged pupils in 2018
1867,KS4_19,PTFSM6CLA1A_18,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,18%,,42%,NP,10%,36%,31%,,NA,35%,NA,,,,27%,% of pupils who were disadvantaged in 2018
1868,KS4_19,TNOTFSM6CLA1A_18,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,188,,111,NP,100,159,185,,NA,92,NA,,,,382502,Number of non-disadvantaged pupils in 2018
1869,KS4_19,PTNOTFSM6CLA1A_18,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,82%,,58%,NP,90%,64%,69%,,NA,65%,NA,,,,73%,% of pupils who were not disadvantaged in 2018
1870,KS4_19,TAVENT_E_3NG_PTQ_EE,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,8.4,,9.2,7.1,10.1,8,8.3,,5.1,7.1,7.5,,,,8.2,Average number of KS4 entries per pupil
1871,KS4_19,TAVENT_E_3NG_LO_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,7.9,,7.7,NP,NE,7.6,8.1,,NP,6.2,7.3,,,,6.2,Average number of KS4 entries per pupil with low prior attainment
1872,KS4_19,TAVENT_E_3NG_AV_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,7.9,,9.1,NP,SUPP,7.9,8,,NP,7.1,7.5,,,,8,Average number of KS4 entries per pupil with middle prior attainment
1873,KS4_19,TAVENT_E_3NG_HI_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,9.2,,10,NP,10.1,8.3,8.6,,NP,7.5,7.6,,,,9,Average number of KS4 entries per pupil with high prior attainment
1874,KS4_19,TAVENT_E_3NG_FSM6CLA1A_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,7.9,,8.9,NP,9.7,7.8,8,,NP,6.9,7.3,,,,7.4,Average number of KS4 entries per disadvantaged pupil
1875,KS4_19,TAVENT_E_3NG_NFSM6CLA1A_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,8.5,,9.4,NP,10.1,8.1,8.4,,NP,7.2,7.8,,,,8.4,Average number of KS4 entries per non-disadvantaged pupil
1876,KS4_19,TAVENT_EFSM6CLA1A_17_PTQ_EE,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,8.5,,9.8,NA,10.8,9.7,9.8,,NA,8.5,NA,,,,8.7,Average number of KS4 entries per disadvantaged pupil in 2017
1877,KS4_19,TAVENT_ENFSM6CLA1A_17_PTQ_EE,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,9.2,,10.1,NA,11,9.7,9.9,,NA,9,NA,,,,9.6,Average number of KS4 entries per non-disadvantaged pupil in 2017
1878,KS4_19,TAVENT_EFSM6CLA1A_18_PTQ_EE,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,8,,8.6,NA,10.4,7.7,8.2,,NA,7.1,NA,,,,7.6,Average number of KS4 entries per disadvantaged pupil in 2018
1879,KS4_19,TAVENT_ENFSM6CLA1A_18_PTQ_EE,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,8.3,,9.1,NA,10.9,8.1,8.4,,NA,7.3,NA,,,,8.5,Average number of KS4 entries per non-disadvantaged pupil in 2018
1880,KS4_19,TAVENT_G_PTQ_EE,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,7.7,,8.4,6.1,9.8,7.4,7.7,,5.1,6.9,6.2,,,,7.5,Average number of GCSE entries per pupil
1881,KS4_19,TAVENT_GLO_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,6.7,,6.6,NP,NE,7,7.1,,NP,6,5.4,,,,5.4,Average number of GCSE entries per pupil with low prior attainment
1882,KS4_19,TAVENT_GAV_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,7,,8.1,NP,SUPP,7.3,7.2,,NP,6.9,6.2,,,,7.1,Average number of GCSE entries per pupil with middle prior attainment
1883,KS4_19,TAVENT_GHI_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,8.7,,9.3,NP,9.8,7.7,8.3,,NP,7.4,6.4,,,,8.5,Average number of GCSE entries per pupil with high prior attainment
1884,KS4_19,TAVENT_GFSM6CLA1A_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,7,,8.1,NP,9.5,7.1,7.2,,NP,6.8,6,,,,6.6,Average number of GCSE entries per disadvantaged pupil
1885,KS4_19,TAVENT_GNFSM6CLA1A_PTQ_EE,,,,,NP,,,,,,,,,,,,,,,,,,,,,,,,NP,,,,,,,,,7.8,,8.5,NP,9.9,7.5,7.9,,NP,7,6.3,,,,7.8,Average number of GCSE entries per non-disadvantaged pupil
1886,KS4_19,TAVENT_GFSM6CLA1A_17_PTQ_EE,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,7.2,,9.4,NA,10.1,8.7,8.4,,NA,7.5,NA,,,,7.9,Average number of GCSE entries per disadvantaged pupil in 2017
1887,KS4_19,TAVENT_GNFSM6CLA1A_17_PTQ_EE,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,8.2,,9.7,NA,10.2,8.5,8.6,,NA,7.9,NA,,,,9,Average number of GCSE entries per non-disadvantaged pupil in 2017
1888,KS4_19,TAVENT_GFSM6CLA1A_18_PTQ_EE,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,7.2,,8,NA,10.3,7.7,7.6,,NA,7.1,NA,,,,6.9,Average number of GCSE entries per disadvantaged pupil in 2018
1889,KS4_19,TAVENT_GNFSM6CLA1A_18_PTQ_EE,,,,,NA,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,7.4,,8.6,NA,10.5,8,8.1,,NA,7.3,NA,,,,8.1,Average number of GCSE entries per non-disadvantaged pupil in 2018
1890,KS4_19,P8_BANDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,1,3,2,,,3,5,,,,,Progress 8 banding shown on school performance tables website
1891,KS4_19,P8_BANDING_FULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,KS5_19,YEAR,,,,,2019,,,,,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,,,,2019,,2019,2019,2019,,,2019,2019,,2019,,2019,
1893,KS5_19,RECTYPE,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,1,,,1,1,,1,,7,Record type: 1= school or college; 3= sixth form centre/consortium (see separate list of the sixth form centres and consortia and their feeder schools and colleges); 4= Local Authority; 5= National (all schools and colleges); 7= National (state-funded schools and colleges)
1894,KS5_19,ALPHAIND,,,,,56030,,,,,,,,,,,,,,,,,,,,,,,,50884,,,,,,,,,,,40078,,43608,65434,64986,,,58126,364,,55742,,,Alphabetic index
1895,KS5_19,REGION,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,24,,24,24,24,,,24,24,,24,,,Region code (see separate list of region and local authority codes)
1896,KS5_19,LASORT,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,4,,6,4,3,,,4,4,,5,,,Local authority sort code within region
