No,Namespace,Variable,Brays School - 144042,Maryvale Catholic Primary School - 103426,Warley Infant School - 103963,Lea Forest Primary Academy - 139003,Princethorpe Junior School - 146817,Princethorpe Infant School - 143436,Princethorpe Junior School - 103244,St Joseph's Catholic Primary School - 141670,Severne Junior Infant and Nursery School - 103252,Twickenham Primary School - 140518,Rood End Primary School - 103984,Cotteridge Primary School - 103190,Our Lady and St Hubert's Catholic Primary School - 141926,Wylde Green Primary School - 103349,King George V Primary School - 131223,St Francis Church of England Aided Primary School and Nursery - 143434,Kings Rise Academy - 138889,Northfield Manor Primary Academy - 142203,Oasis Academy Blakenhale Junior - 139129,Oasis Academy Blakenhale Infants - 139120,St Ambrose Barlow Catholic Primary School - 103465,Kineton Green Primary School - 104048,Brandhall Primary School - 103976,St Alban's Catholic Primary School - 103466,Robin Hood Academy - 140262,Penns Primary School - 103356,St Margaret's Church of England Primary School - 146107,Boldmere Junior School - 103341,Boldmere Infant School and Nursery - 103342,Holy Name Catholic Primary School - 103996,Whitecrest Primary School - 103922,Bournville School - 141318,Hallmoor School - 144336,St Mary and St Margaret's Church of England Aided Primary School - 104097,Gossey Lane Academy - 142794,Olton Primary School - 104076,Yardley Wood Community Primary School - 103281,Chivenor Primary School - 140159,Brownmead Primary Academy - 141320,Eaton Valley Primary School - 103923,Lyng Primary School - 103968,Grove Vale Primary School - 103972,Q3 Academy Langley - 141698,Hillcrest School and Sixth Form Centre - 137346,Cardinal Wiseman Catholic School - 103539,Kings Norton Girls' School - 136590,Lyndon School - 142075,Oldbury Academy - 137701,King Edward VI Sheldon Heath Academy - 136152,Sandwell College - 130479,National state-funded primary,National state-funded secondary and 16 to 18,Description
1958,KS5_19,T_INSCOPE_ALEV_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,126,,,50,294,,236838,Number of students in scope for returned and retained for a second year where core aim is an A Level
1959,KS5_19,PT_RETAINED_ALEV_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,90.5%,,,84.0%,59.9%,,84.7%,Percentage of students who were retained for a second year with an A Level programme core aim
1960,KS5_19,T_INSCOPE_ACAD_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,126,,,50,309,,241598,Number of students at the end of 16-18 study with an academic core aim
1961,KS5_19,PT_RETAINED_ACAD_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,93.7%,,,100.0%,90.9%,,91.3%,Percentage of academic core aims retained
1962,KS5_19,PT_RET_ASSESSED_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.9%,,90.5%,,,96.0%,90.9%,,89.3%,Percentage of academic core aims retained and assessed
1963,KS5_19,T_INSCOPE_ACAD_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,126,,,50,294,,239235,Number of students in scope for returned and retained for a second year where core aim is an academic qualification
1964,KS5_19,PT_RETAINED_ACAD_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,90.5%,,,84.0%,59.9%,,84.5%,Percentage of students who were retained for a second year with an academic core aim
1965,KS5_19,T_INSCOPE_AGEN_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,NE,,,42,26,,53841,Number of students at the end of 16-18 study with an applied general core aim
1966,KS5_19,PT_RETAINED_AGEN_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,NE,,,83.3%,69.2%,,86.5%,Percentage of applied general core aims retained
1967,KS5_19,PT_RET_ASSESSED_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3%,,NE,,,69.0%,61.5%,,79.3%,Percentage of applied general core aims retained and assessed
1968,KS5_19,T_INSCOPE_AGEN_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,NE,,,42,17,,52609,Number of students In scope for returned and retained for a second year where core aim is an applied general qualification
1969,KS5_19,PT_RETAINED_AGEN_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,,NE,,,76.2%,70.6%,,75.3%,Percentage of students who were retained for a second year with an applied general core aim
1970,KS5_19,T_INSCOPE_TLEV_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,7,,20447,Number of students at the end of 16-18 study with a tech level core aim
1971,KS5_19,PT_RETAINED_TLEV_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,85.7%,,87.9%,Percentage of tech level core aims retained
1972,KS5_19,PT_RET_ASSESSED_TLEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,57.1%,,75.7%,Percentage of tech level core aims retained and assessed
1973,KS5_19,T_INSCOPE_TLEV_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,6,,19538,Number of students in scope for returned and retained for a second year measure where core aim is a tech level qualification
1974,KS5_19,PT_RETAINED_TLEV_2NDYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,83.3%,,76.3%,Percentage of students who were retained for a second year with a tech level core aim
1975,KS5_19,T_AIMS_TLEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,8,,22634,Number of tech level aims
1976,KS5_19,CA_SCORE_TLEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,-0.68,,0.00,Completion and Attainment score
1977,KS5_19,TALLPUP_TECHCERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,8,,5321,Number of students at the end of 16-18 study who were entered for at least one technical certificate qualification
1978,KS5_19,TALLPPE_TECHCERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,5.00,,5.75,Average point score per technical certificate entry 
1979,KS5_19,TALLPPEGRD_TECHCERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,L2Pass,,L2Merit-,Average point score per technical certificate entry expressed as a grade
1980,KS5_19,T_AIMS_TECHCERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,30,,7808,Number of technical certificate aims in completion and attainment measure
1981,KS5_19,CA_SCORE_TECHCERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,-0.71,,0.00,Technical certificate completion and attainment score
1982,KS5_19,T_INSCOPE_TECHCERT_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,27,,7745,Number of students in scope for retention measure where core aim is a tech cert programme
1983,KS5_19,PT_RETAINED_TECHCERT_RET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,77.8%,,87.9%,Percentage of technical certificate core aims retained
1984,KS5_19,PT_RET_ASSESSED_TECHCERT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,29.6%,,55.9%,Percentage of technical certificate core aims retained and assessed
1985,KS5_19,TALLPUP_ANYL2VOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,753,,89168,"Number of students entered for at least one level 2 vocational, whose highest qualification during 16-18 study was at level 2."
1986,KS5_19,TECHCERT_PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,1.1%,,5.2%,Percentage of level 2 vocational students that are technical certificate students
1987,KS5_19,TALLPUP_1618_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,20,,,51,968,,137486,Number of disadvantaged students aged 16-18 at the end of 16-18 study (includes students who entered for advanced level 3 qualifications or below-level 3 qualifications)
1988,KS5_19,TALLPUP_ALEV_1618_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,16,,,32,104,,38800,Number of disadvantaged students at the end of 16-18 study who entered for at least one AS or A level qualification
1989,KS5_19,TALLPPE_ALEV_1618_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,36.74,,,33.19,22.27,,28.70,Average point score per A level entry for disadvantaged students
1990,KS5_19,TALLPPEGRD_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,B-,,,C+,D+,,C,Average point score per A level entry for disadvantaged students expressed as a grade
1991,KS5_19,TALLPUP_ACAD_1618_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,16,,,32,104,,39704,Number of disadvantaged students at the end of 16-18 study who entered for at least one advanced (level 3) academic qualification
1992,KS5_19,TALLPPE_ACAD_1618_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,36.76,,,33.19,22.30,,28.77,Average point score per academic entry for disadvantaged students
1993,KS5_19,TALLPPEGRD_ACAD_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,B-,,,C+,D+,,C,Average point score per academic entry for disadvantaged students expressed as a grade
1994,KS5_19,TALLPUP_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,19,15,,15406,Number of disadvantaged students at the end of 16-18 study who entered for at least one applied general exam entry
1995,KS5_19,TALLPPE_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,31.67,25.57,,27.72,Average point score per applied general entry for disadvantaged students
1996,KS5_19,TALLPPEGRD_AGEN_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,Dist-,Merit,,Merit+,Average point score per applied general entry expressed as a grade for disadvantaged students
1997,KS5_19,TALLPUP_TLEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,4615,Number of disadvantaged students at the end of 16-18 study who entered for at least one tech level exam entry
1998,KS5_19,TALLPPE_TLEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,26.80,Average point score per tech level entry for disadvantaged students
1999,KS5_19,TALLPPEGRD_TLEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,Merit+,Average point score per tech level entry expressed as a grade for disadvantaged students
2000,KS5_19,T_SCOPEEX_E_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,448,,44702,Number of disadvantaged students at the end of 16-18 study in scope for English progress measure
2001,KS5_19,PROGEX_E_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,-0.36,,-0.03,Average progress made in English by disadvantaged students
2002,KS5_19,T_SCOPEEX_M_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,SUPP,570,,57743,Number of disadvantaged students at the end of 16-18 study in scope for maths progress measure
2003,KS5_19,PROGEX_M_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,SUPP,-0.44,,-0.04,Average progress made in maths by disadvantaged students
2004,KS5_19,T_AIMS_TLEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,4,,5759,Number of Tech Level aims in completion and attainment for disadvantaged students
2005,KS5_19,CA_SCORE_TLEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,-0.25,Tech Level completion and attainment score for disadvantaged students
2006,KS5_19,T_INSCOPE_ALEV_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,19,,,27,113,,38266,Number of disadvantaged students in scope for retention measure where core aim is an A level qualification
2007,KS5_19,PT_RETAINED_ALEV_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,89.5%,,,100.0%,88.5%,,85.5%,Percentage of disadvantaged students who completed an A level core aim for retention measure
2008,KS5_19,T_INSCOPE_ACAD_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,19,,,27,113,,38645,Number of disadvantaged students in scope for retention measure where core aim is an academic qualification
2009,KS5_19,PT_RETAINED_ACAD_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,89.5%,,,100.0%,88.5%,,85.4%,Percentage of disadvantaged students who completed an academic core aim for retention measure
2010,KS5_19,T_INSCOPE_AGEN_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,22,13,,13918,Number of disadvantaged students in scope for retention measure where core aim is an applied general qualification
2011,KS5_19,PT_RETAINED_AGEN_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,81.8%,61.5%,,83.0%,Percentage of disadvantaged students who completed an applied general core aim for retention measure
2012,KS5_19,T_INSCOPE_TLEV_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,5272,Number of disadvantaged students in scope for retention measure where core aim is a tech level qualification
2013,KS5_19,PT_RETAINED_TLEV_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,84.6%,Percentage of disadvantaged students who completed a tech level core aim for retention measure
2014,KS5_19,TALLPUP_TECHCERT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,1601,Number of disadvantaged students at the end of 16-18 study entered for at least one technical certificate qualification 
2015,KS5_19,TALLPPE_TECHCERT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,5.60,Average point score per technical certificate entry for disadvantaged students
2016,KS5_19,TALLPPEGRD_TECHCERT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,L2Merit-,Average point score per technical certificate entry expressed as a grade for disadvantaged students
2017,KS5_19,T_AIMS_TECHCERT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,22,,2613,Number of technical certificate aims in completion and attainment measure for disadvantaged students
2018,KS5_19,CA_SCORE_TECHCERT_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,-0.79,,-0.10,Technical certificate completion and attainment score for disadvantaged students
2019,KS5_19,T_INSCOPE_TECHCERT_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,19,,2689,Number of disadvantaged students in scope for retention measure where core aim is a technical certificate programme
2020,KS5_19,PT_RETAINED_TECHCERT_RET_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,94.7%,,84.9%,Percentage of disadvantaged students who completed a technical certificate core aim for retention measure
2021,KS5_19,TALLPUP_1618_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,108,,,44,1098,,395647,Number of non-disadvantaged students aged 16-18 at the end of 16-18 study (includes students who entered for advanced level 3 qualifications or below-level 3 qualifications)
2022,KS5_19,TALLPUP_ALEV_1618_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,105,,,25,190,,205725,Number of non-disadvantaged students at the end of 16-18 study who entered for at least one A level qualification
2023,KS5_19,TALLPPE_ALEV_1618_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,39.06,,,36.41,25.81,,33.58,Average point score per A level entry for non-disadvantaged students
2024,KS5_19,TALLPPEGRD_ALEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,B,,,B-,C-,,C+,Average point score per A level entry for non-disadvantaged students expressed as a grade
2025,KS5_19,TALLPUP_ACAD_1618_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,105,,,25,190,,209238,Number of non-disadvantaged students at the end of 16-18 study who entered for at least one academic qualification
2026,KS5_19,TALLPPE_ACAD_1618_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,39.15,,,36.41,25.84,,33.74,Average point score per academic entry for non-disadvantaged students
2027,KS5_19,TALLPPEGRD_ACAD_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,B,,,B-,C-,,C+,Average point score per academic entry for non-disadvantaged students expressed as a grade
2028,KS5_19,TALLPUP_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,17,13,,51573,Number of non-disadvantaged students at the end of 16-18 study who entered at lest one applied general qualification
2029,KS5_19,TALLPPE_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,34.22,29.44,,29.26,Average point score per applied general entry for non-disadvantaged students
2030,KS5_19,TALLPPEGRD_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,Dist,Merit+,,Merit+,Average point score per applied general entry expressed as a grade for non-disadvantaged students
2031,KS5_19,TALLPUP_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,14612,Number of non-disadvantaged students at the end of 16-18 study who entered for at least one tech level qualification
2032,KS5_19,TALLPPE_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,29.20,Average point score per tech level entry for non-disadvantaged students
2033,KS5_19,TALLPPEGRD_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,Merit+,Average point score per tech level entry expressed as a grade for non-disadvantaged students
2034,KS5_19,T_SCOPEEX_E_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,430,,61050,Number of non-disadvantaged students at the end of 16-18 study in scope for English progress measure
2035,KS5_19,PROGEX_E_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,NE,0.04,,0.25,Average progress made in English by non-disadvantaged students
2036,KS5_19,T_SCOPEEX_M_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,,SUPP,517,,82479,Number of non-disadvantaged students at the end of 16-18 study in scope for maths progress measure
2037,KS5_19,PROGEX_M_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,SUPP,,,SUPP,-0.08,,0.17,Average progress made in maths by non-disadvantaged students
2038,KS5_19,T_AIMS_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,4,,16642,Number of Tech Level aims in completion and attainment for non-disadvantaged students
2039,KS5_19,CA_SCORE_TLEV_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,0.08,Tech Level completion and attainment score for non-disadvantaged students
2040,KS5_19,T_INSCOPE_ALEV_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,107,,,23,194,,197831,Number of non-disadvantaged students in scope for retention measure where core aim is an A level qualification
2041,KS5_19,PT_RETAINED_ALEV_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,94.4%,,,100.0%,92.3%,,92.5%,Percentage of non-disadvantaged students who completed an A level core aim for retention measure
2042,KS5_19,T_INSCOPE_ACAD_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,107,,,23,194,,199716,Number of non-disadvantaged students in scope for retention measure where core aim is an academic qualification
2043,KS5_19,PT_RETAINED_ACAD_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,94.4%,,,100.0%,92.3%,,92.4%,Percentage of non-disadvantaged students who completed an academic core aim for retention measure
2044,KS5_19,T_INSCOPE_AGEN_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,20,11,,39337,Number of non-disadvantaged students in scope for retention measure where core aim is an applied general qualification
2045,KS5_19,PT_RETAINED_AGEN_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,,NE,,,85.0%,81.8%,,87.8%,Percentage of non-disadvantaged students who completed an Applied General core aim for retention measure
2046,KS5_19,T_INSCOPE_TLEV_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,14967,Number of non-disadvantaged students in scope for retention measure where core aim is a tech level qualification
2047,KS5_19,PT_RETAINED_TLEV_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,89.1%,Percentage of non-disadvantaged students who completed a tech level core aim for retention measure
2048,KS5_19,TALLPUP_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,3620,Number of non-disadvantaged students at the end of 16-18 study with a technical certificate qualification entry
2049,KS5_19,TALLPPE_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,5.81,Average point score per technical certificate entry for non-disadvantaged students
2050,KS5_19,TALLPPEGRD_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,SUPP,,L2Merit-,Average point score per technical certificate entry expressed as a grade for non-disadvantaged students
2051,KS5_19,T_AIMS_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,8,,5062,Number of technical certificate aims in completion and attainment for non-disadvantaged students
2052,KS5_19,CA_SCORE_TECHCERT_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,-0.53,,0.05,Technical certificate completion and attainment score for non-disadvantaged students
2053,KS5_19,T_INSCOPE_TECHCERT_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,8,,4910,Number of non-disadvantaged students in scope for retention measure where core aim is a technical certificate programme
2054,KS5_19,PT_RETAINED_TECHCERT_RET_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,,NE,,,NE,37.5%,,89.4%,Percentage of non-disadvantaged students who completed a technical certificate core aim for retention measure
2055,KS5_19,ENTRIES_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,352,,,151,817,,699844,Number of A level entries included in value added measure
2056,KS5_19,VA_INS_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,0.06,,,0.13,-0.05,,-0.02,A level value added score
2057,KS5_19,UCI_INS_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.74,,0.17,,,0.31,0.03,,-0.02,A level  value added upper confidence limit
2058,KS5_19,LCI_INS_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,-0.05,,,-0.06,-0.13,,-0.02,A level value added lower confidence limit
2059,KS5_19,PROGRESS_BAND_ALEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,3,3,,NA,A level progress band
2060,KS5_19,ENTRIES_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,390,,,151,820,,748903,Number of academic entries included in value added measure
2061,KS5_19,VA_INS_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.44,,0.06,,,0.13,-0.05,,-0.02,Academic value added score
2062,KS5_19,UCI_INS_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.77,,0.17,,,0.31,0.03,,-0.02,Academic value added upper confidence limit
2063,KS5_19,LCI_INS_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,-0.05,,,-0.06,-0.13,,-0.02,Academic value added lower confidence limit
2064,KS5_19,PROGRESS_BAND_ACAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,3,,,3,3,,NA,Academic progress band
2065,KS5_19,ENTRIES_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,NE,,,44,28,,84296,Number of applied general entries included in value added measure
2066,KS5_19,VA_INS_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,NE,,,0.15,0.03,,0.01,Applied general value added score
2067,KS5_19,UCI_INS_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,NE,,,0.41,0.38,,0.01,Applied general value added upper confidence limit
2068,KS5_19,LCI_INS_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.49,,NE,,,-0.12,-0.33,,0,Applied general value added lower confidence limit
2069,KS5_19,PROGRESS_BAND_AGEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,NA,,,3,3,,NA,Applied general progress band
2070,KS5_19,ENTRIES_ALEV_DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,46,,,81,276,,107314,Number of A level entries by disadvantaged students included in value added measure
