No,Namespace,Variable,Sacred Heart Primary School - 135029,Albert Pritchard Infant School - 103906,Ocker Hill Infant School - 103919,Ocker Hill Academy - 140140,Meadow Green Primary School - 116763,Colmers Farm Primary School - 146696,Colmers Farm Primary School - 103187,Holly Hill Methodist CofE Infant School - 103479,Joseph Turner Primary School - 103970,Curdworth Primary School - 146457,Curdworth Primary School - 125583,Blue Coat Church of England Aided Infant School - 104231,St Margaret's At Hasbury CofE Primary School - 103840,Blue Coat Church of England Aided Junior School - 104230,Compass Community School Victoria Park - 148064,Abu Bakr Girls School - 132750,Holyhead Primary Academy - 144630,Hillary Primary School - 131511,Timbertree Academy - 139768,Jubilee Park Academy - 140136,Kates Hill Primary School - 144080,Corngreaves Academy - 139742,Chuckery Primary School - 132076,Sledmere Primary School - 149221,Beechwood Church of England Primary School - 142047,Sledmere Primary School - 144081,Netherbrook Primary School - 144079,Huntingtree Primary School - 103802,Old Park Primary School - 103909,St Joseph's Catholic Primary School - 140147,Summerhill Primary Academy - 143322,Mere Green Primary School - 139452,Rednal Hill Junior School - 103248,Rednal Hill Infant School - 103249,Moor Hall Primary School - 103351,Whetstone Field Primary School - 104198,Cheswick Green Primary School - 104074,High Meadow Community School - 125584,Monkspath Junior and Infant School - 104084,Coleshill Church of England Primary School - 146171,Tipton Green Junior School - 103928,Balaam Wood School - 103529,King Edward VI Balaam Wood Academy - 147440,Al-Furqan Solihul - 103592,Al-Furqan Community College (Boys) - 136063,Colmers School and Sixth Form College - 103563,Blue Coat Church of England Academy - 138606,The Arthur Terry School - 138136,Walsall Studio School - 139789,The Coleshill School - 136986,National state-funded primary,National state-funded secondary and 16 to 18,Description
2092,KS5_19,UCI_INS_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.05,SUPP,0.65,0.45,,0.03,Applied general value added upper confidence limit for non-disadvantaged students
2093,KS5_19,LCI_INS_AGEN_NOTDIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,-0.56,SUPP,-0.12,-0.2,,0.01,Applied general value added lower confidence limit for non-disadvantaged students
2094,KS5_19,TALLPUP_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,42,263,98,51,,558568,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2095,KS5_19,TALLPUP_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,61,247,69,50,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2096,KS5_19,TALLPUP_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,20,260,13,36,,263436,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2097,KS5_19,TALLPUP_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,39,242,7,38,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2098,KS5_19,TALLPPE_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.50,22.45,30.27,19.20,24.40,,32.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2099,KS5_19,TALLPPE_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.41,25.2,27.18,33.33,23.33,,31.14,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2100,KS5_19,TALLPPEGRD_ALEV_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,D+,C,D,D+,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2101,KS5_19,TALLPPEGRD_ALEV_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-,C-,C-,C+,D+,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2102,KS5_19,TALLPUP_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,20,260,20,36,,267269,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2103,KS5_19,TALLPUP_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,39,242,13,38,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2104,KS5_19,TALLPPE_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.75,22.45,30.18,17.71,24.51,,32.29,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2105,KS5_19,TALLPPE_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.59,25.2,27.23,28.12,23.46,,31.32,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2106,KS5_19,TALLPPEGRD_ACAD_1618_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,D+,C,D-,D+,,C+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2107,KS5_19,TALLPPEGRD_ACAD_1618_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C-,C-,C-,C-,D+,,C,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2108,KS5_19,TALLPUP_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,6,9,44,5,,45277,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2109,KS5_19,TALLPUP_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,19,9,50,12,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2110,KS5_19,TALLPPE_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,23.33,29.44,35.05,SUPP,,28.45,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2111,KS5_19,TALLPPE_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,40.63,45,37.16,33.21,,35.69,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2112,KS5_19,TALLPPEGRD_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,Merit-,Merit+,Dist,SUPP,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2113,KS5_19,TALLPPEGRD_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,Dist+,Dist*-,Dist+,Dist-,,Dist,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2114,KS5_19,TALLPUP_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,6,NE,12,5,,12807,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2115,KS5_19,TALLPUP_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,12,NE,14,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2116,KS5_19,TALLPPE_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,18.33,NE,22.43,SUPP,,28.12,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2117,KS5_19,TALLPPE_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,47.5,NE,39.22,NE,,32.25,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2118,KS5_19,TALLPPEGRD_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,Pass+,NE,Merit-,SUPP,,Merit+,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2119,KS5_19,TALLPPEGRD_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,Dist*,NE,Dist+,NE,,Dist-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2120,KS5_19,TALLPUP_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,38342,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2121,KS5_19,TALLPUP_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2122,KS5_19,TALLPPE_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,5.77,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2123,KS5_19,TALLPPE_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,5.75,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2124,KS5_19,TALLPPEGRD_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,L2Merit-,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2125,KS5_19,TALLPPEGRD_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,L2Merit-,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2126,KS5_19,T_AIMS_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,6,NE,19,5,,14177,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2127,KS5_19,T_AIMS_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,17,NE,12,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2128,KS5_19,CA_SCORE_TLEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,-0.19,NE,0.14,SUPP,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2129,KS5_19,CA_SCORE_TLEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,-0.52,NE,1.25,NE,,0,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2130,KS5_19,T_AIMS_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,19325,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2131,KS5_19,T_AIMS_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2132,KS5_19,CA_SCORE_TECHCERT_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,0.00,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2133,KS5_19,CA_SCORE_TECHCERT_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,0,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2134,KS5_19,T_AIMS_CA_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2135,KS5_19,T_AIMS_CA_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2136,KS5_19,CA_SCORE_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2137,KS5_19,CA_SCORE_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2138,KS5_19,T_SCOPEEX_E_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,12,NE,19,3,,113154,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2139,KS5_19,T_SCOPEEX_E_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,NE,17,3,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2140,KS5_19,PROGEX_E_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,0.58,NE,0.54,SUPP,,0.06,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2141,KS5_19,PROGEX_E_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.87,NE,0.71,SUPP,,-0.02,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2142,KS5_19,T_SCOPEEX_M_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,NE,36,14,,143446,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2143,KS5_19,T_SCOPEEX_M_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,2,25,10,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2144,KS5_19,PROGEX_M_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.50,NE,0.08,-0.21,,0.05,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2145,KS5_19,PROGEX_M_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,0.87,SUPP,-0.04,0.45,,-0.01,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2146,KS5_19,ENTRIES_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,53,835,13,98,,812907,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2147,KS5_19,ENTRIES_ALEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,106,1073,7,117,,943502,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2148,KS5_19,VA_INS_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,-0.16,0.06,-0.76,-0.43,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2149,KS5_19,VA_INS_ALEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.21,0.12,-0.09,0.26,-0.16,,-0.01,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2150,KS5_19,PROGRESS_BAND_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,4,,NA,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2151,KS5_19,UCI_INS_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.13,0.14,-0.23,-0.22,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2152,KS5_19,UCI_INS_ALEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06,0.33,-0.02,1.05,0.05,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2153,KS5_19,LCI_INS_ALEV_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,-0.45,-0.01,-1.29,-0.65,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2154,KS5_19,LCI_INS_ALEV_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.36,-0.09,-0.16,-0.53,-0.36,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2155,KS5_19,ENTRIES_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,53,870,24,100,,858975,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2156,KS5_19,ENTRIES_ACAD_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,106,1105,14,121,,984387,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2157,KS5_19,VA_INS_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,-0.16,0.06,-0.68,-0.42,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2158,KS5_19,VA_INS_ACAD_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.20,0.12,-0.08,-0.09,-0.16,,-0.01,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2159,KS5_19,PROGRESS_BAND_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,5,4,,NA,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2160,KS5_19,UCI_INS_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33,0.13,0.13,-0.23,-0.21,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2161,KS5_19,UCI_INS_ACAD_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.05,0.33,-0.02,0.53,0.04,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2162,KS5_19,LCI_INS_ACAD_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.04,-0.45,-0.02,-1.13,-0.64,,-0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2163,KS5_19,LCI_INS_ACAD_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.34,-0.09,-0.15,-0.72,-0.36,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2164,KS5_19,ENTRIES_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,6,9,40,SUPP,,55447,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2165,KS5_19,ENTRIES_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,32,9,50,12,,141231,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2166,KS5_19,VA_INS_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,-0.20,-0.09,0.51,SUPP,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2167,KS5_19,VA_INS_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,0.54,0.00,0.68,-0.23,,0.00,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2168,KS5_19,PROGRESS_BAND_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,3,3,2,NA,,NA,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2169,KS5_19,UCI_INS_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,0.48,0.43,0.77,SUPP,,0.01,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2170,KS5_19,UCI_INS_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,0.94,0.78,0.93,0.48,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2171,KS5_19,LCI_INS_AGEN_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,-0.87,-0.61,0.26,SUPP,,0,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2172,KS5_19,LCI_INS_AGEN_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,0.14,-0.78,0.43,-0.94,,NA,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2173,KS5_19,T_INSCOPE_ALEV_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,18,261,NE,38,,258008,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2174,KS5_19,T_INSCOPE_ALEV_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,20,240,NE,35,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2175,KS5_19,PT_RETAINED_ALEV_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3%,94.4%,98.9%,NE,94.7%,,92.5%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2176,KS5_19,PT_RETAINED_ALEV_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,100.0%,96.3%,NE,82.9%,,95.3%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2177,KS5_19,T_INSCOPE_ACAD_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,18,261,NE,38,,260338,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2178,KS5_19,T_INSCOPE_ACAD_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,20,240,NE,35,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2179,KS5_19,PT_RETAINED_ACAD_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.3%,94.4%,98.9%,NE,94.7%,,92.4%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2180,KS5_19,PT_RETAINED_ACAD_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0%,100.0%,96.3%,NE,82.9%,,95.3%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2181,KS5_19,T_INSCOPE_AGEN_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,2,NE,43,NE,,30080,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2182,KS5_19,T_INSCOPE_AGEN_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,14,1,45,12,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2183,KS5_19,PT_RETAINED_AGEN_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,SUPP,NE,100.0%,NE,,90.4%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2184,KS5_19,PT_RETAINED_AGEN_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,85.7%,SUPP,97.8%,100.0%,,88.5%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2185,KS5_19,T_INSCOPE_TLEV_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,6,NE,12,NE,,12153,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2186,KS5_19,T_INSCOPE_TLEV_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,7,NE,12,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2187,KS5_19,PT_RETAINED_TLEV_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,100.0%,NE,83.3%,NE,,90.6%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2188,KS5_19,PT_RETAINED_TLEV_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,100.0%,NE,100.0%,NE,,90.5%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2189,KS5_19,T_INSCOPE_TECHCERT_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,41142,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2190,KS5_19,T_INSCOPE_TECHCERT_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
2191,KS5_19,PT_RETAINED_TECHCERT_RET_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,88.3%,This is a historical variable. It holds the 2018 value of the corresponding variable. Please see the current variable for the variable description.
2192,KS5_19,PT_RETAINED_TECHCERT_RET_17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE,NE,NE,NE,NE,,86.3%,This is a historical variable. It holds the 2017 value of the corresponding variable. Please see the current variable for the variable description.
